ADG_CODE,GOOD_NAME,BRAND,CATEGORY
2402,Ծխախոտ Արարատ Silver Line հաստ,Unknown,Other
6203,ՏՂԱՄԱՐԴՈՒ ՇՈՐՏԵՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ ZARA,Zara,Clothing
2204,Արմենիա գինի Տակառ կարմիր անապակ,Unknown,Beverages
1806,Շոկ սալիկ Յաշկինո սպիտակ 90գ,Yashkino,Other
9616,Ատամի մածուկ Կոլգեյթ 154մլ,Colgate,Cosmetics
2101,Գազավորված ըմպելիք Coca Cola առանծ շաքարի 1լ,Coca-Cola,Beverages
6115,Լասինա կնց KOTA 4097 կապրի S-M սև,Unknown,Other
1905,Աղի ձողիկ Դարոինք 200գ,Daroink,Other
3304,Կրեմ ունիվերսալ Nivea 250մլ 80105,Nivea,Cosmetics
9619,տակդիր փամփերս ակտիվ 7 44,Unknown,Household
1704,Կոնֆետ Էկլեր կգ Ռոշեն,Roshen,Food Products
3307,Հակաքրտինքային միջոց կանացի Նիվեա մարգարտե գեղեց,Nivea,Clothing
3307,Բրիտվա Gillette 5h,Gillette,Other
206,Գանձասարի մատ,Ganjasar,Other
4901,Գիրք Kid s Box New Generation 3 TB,Unknown,Other
2006,Կոմպոտ Artfood մոշ ա/տ 1լ,Artfood,Beverages
3305,ԳԱՐՆԻԵՐ ՆԵՐԿ 7 132,Garnier,Cosmetics
1601,ԿԻՍԱԱՊԽՏԱԾ ԵՐՇԻԿ ՍԵՐՎԵԼԱՏ ԱՐՄԵՆԻԱ ՀԱՏ,Unknown,Food Products
8414,օդամղիչ VENTS 100Silenta S,Unknown,Other
3304,Nivea կրեմ 150մլ,Nivea,Cosmetics
1602,Գավյադին 335գ ARTFOOD,Artfood,Other
8528,ԼԵԴ ԷԿՐԱՆ ԳՈՒՆԱՎՈՐ ՊԱՏԿԵՐՈՎ ԻՆՏԵՐԱԿՏԻՎ ԴԻՍՊԼԵՅ SAMSUNG LH55QMBTBGCXCI 55 ԴՅՈՒՅՄ ՍԵՐԻԱԼ ՀԱՄԱՐՆԵՐ 0M1SHNQWB00001N_x000D_ 0M1SHNQWB00002P_x000D_ 0M1SHNQWB00003Z_x000D_ 0M1SHNQWB00004T,Samsung,Electronics
3306,Ատամի մածուկ Colgate чай кофе табак 75мл,Colgate,Cosmetics
6110,Օձիքով սվիտեր Melante 19-220 -S XL,Unknown,Clothing
2101,Յաշկինո Մինի փայ հոլ ազնվամորի360գ,Yashkino,Other
9619,Flirt կորոբ կանաչ ամ/օր х20,Unknown,Other
4009,Ա/Մ-Ի ՌԵՏԻՆԵ ԽՈՂՈՎԱԿՆԵՐ ՀԱՄԱԿՑՎԱԾ ՄԱՆԱԾԱԳՈՐԾԱԿԱՆ ՆՅՈՒԹԵՐԻ ՀԵՏ ԿՑԱՄԱՍԵՐՈՎ LAND ROVER ԱՊՐԱՆՔԱՆԻՇԻ P/N LR019277 Range Rover Evoque Freelander Discovery Sport 12 ՀԱՏ,Unknown,Auto Parts
3304,կրեմ ունիվերսալ nivea soft 75ml,Nivea,Cosmetics
1902,Պիլմենի Գանձասար կգ,Ganjasar,Other
6110,LT6816 00 L Կանացի ջեմպեր սպիտակ չ L 48,Unknown,Clothing
3306,colgate propol vait 100ml,Colgate,Other
2202,Coca-Cola Fanta Sprite 2L,Coca-Cola,Beverages
3306,Ատամի մածուկ optik white /Կոլգեյթ/ 75մլ,Colgate,Cosmetics
4010,ՌԵՏԻՆԵ ՇԱՐԺԱՓՈԿԵՐ ՄԱՐԴԱՏԱՐ MERCEDES-BENZ Ա/Մ-Ի ՀԱՄԱՐ ԱՌԱՆՑ ԱՊՐԱՆՔԱՆԻՇԻ -25ՀԱՏ 2006-2009_x000D_ 6PK2380,Mercedes-Benz,Auto Parts
2208,ԿՕՆՅԱԿ ԱՐԱՐԱՏ ԱՆԻ 0 5L,Unknown,Other
2402,Արարատ Բարակ Սեռի,Unknown,Other
3004,ՔՈԼԳԵՅՏ ԱՏԱՄԻ ՄԱԾՈՒԿ,Unknown,Cosmetics
1905,ԿԵՔՍ ՇՈԿՈԼԱԴԵ ԿՐԵՄՈՎ ԿԳ /DAROINK/,Daroink,Food Products
1806,Կարամել Ստրայք Յաշկինո,Yashkino,Other
6211,ԿԱՆԱՑԻ ՏՈՊԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ 12 ՀԱՏ՝ ZARA,Zara,Clothing
901,ՌՈՅԱԼ ԱՐՄԵՆԻԱ ԲՈՒ 20x20Գ,Royal,Other
3901,Անկյուն պատի դրսի սպիտակ 30-30,Unknown,Other
2002,Տոմատ Արտֆուդ 720 մլ,Artfood,Other
9401,ՓԱՅՏԵ ՀԻՄՆԿՄԱԽՔՈՎ ԱՐՀԵՍՏԱԿԱՆ ԿԱՇՎՈՎ ՊԱՍՏԱՌԱՊԱՏ ԱԹՈՌՆԵՐ ROYAL ԱՊՐԱՆՔԱՆԻՇԻ,Royal,Other
3304,Նիվեա Ունիվերսալ կրեմ 75 մլ,Nivea,Cosmetics
8202,Սղոց գազարագ կանաչ պչ,Unknown,Other
1601,ՆՐԲԵՐՇԻԿ ԳԱՆՁԱՍԱՐ ԱԹԵՆՔ ԾԽԵՑՐԱԾ,Ganjasar,Food Products
2204,ԳԻՆԻ ՆՌԱՆ ԿԻՍԱՔԱՂՑՐ ԱՐՄԵՆԻԱ ՎԱՅՆ,Unknown,Beverages
406,Կաթնաշոռ Մարիաննա 0 5 180գ///,Marianna,Food Products
3306,Ատամի մածուկ Colgate 75մլ total,Colgate,Cosmetics
207,Հավի տոտիկ Սպիտակ,Unknown,Other
1806,Կոկա-կոլա 0 5լ,Coca-Cola,Beverages
1601,Երշիկ կիսաապխտած Աթենք իսպանական կգ,Athenk,Food Products
1601,Սիրողական Բժշկական Գանձասար 250գ///,Ganjasar,Other
1704,Շոկոլադե մածուկ milka,Milka,Food Products
101,կաթ մարիաննա 200մլ,Marianna,Food Products
3401,Լվացքի փափկեցնող միջոց Սավեքս 800մլ,Savax,Household
6115,գուլպա ALEX T-524 սև 39-40,Alex,Clothing
1704,Կարամել Կ Ռոշեն 1կգ,Roshen,Other
6103,8053145257930 3-10 Տ ՏՂԱՅԻ ՍՊՈՐՏ ՀԱՄԱԶԳԵՍՏ,Unknown,Clothing
3209,Royal Գուաշ N12 Салатовая 0 1լ,Royal,Other
4818,ԱՆՁԵՌՈՑԻԿ ՍԻԼԿ ՍՈՖԹ 3ՇԵՐՏ 150Հ,Silk Soft,Household
8708,MERCEDES BENZ W211 ՄԱԿՆԻՇԻ 2002-2008Թ Ա/Մ-Ի ԱՌՋԵՎԻ ԿԱԽՈՑԻ ՊՆԵՎՄՈ ՄԵՂՄԻՉՆԵՐ ՕԳՏԱԳՈՐԾՎԱԾ ԸՍՏ Փ/Ե 40312310 ԱՌ 07 12 2023Թ - 14 ՀԱՏ,Mercedes-Benz,Auto Parts
2003,Կանաչ տխեմալի,Unknown,Other
2202,Հյութ Coca Cola 1 5լ,Coca-Cola,Beverages
7013,ԾԱՂԿԱՄԱՆ KARIN CAROL ԾԱՂԿ ԿԱՆԱՉ 18 4X26 61123/26,Unknown,Other
2001,Գինի նռան Կ/Ք Արմենիա 0 75լ,Unknown,Beverages
1806,Սալիկ MILKA OREO/CARAMEL 300գ,Milka,Other
403,Յոգուրտ ըմպելի Մարիաննա Bifido 1 ծիրան-մանգո 27,Marianna,Food Products
4009,MERCEDES-BENZ Ա/Մ-Ի ՌԵՏԻՆԵ ԽՈՂՈՎԱԿ 1 ՀԱՏ A 000 429 5401,Mercedes-Benz,Auto Parts
3401,Լոգանքի գել Նիվեա օվկիանոս 250մլ,Nivea,Cosmetics
101,ԳՐԱՆԴ ՔԵՆԴԻ ԲԱԼԵՏ,Grand Candy,Other
901,Սուրճ Նեսկաֆե դասական 2գ,Nescafe,Beverages
,Տակդիրներ մանկական Փամփերս Մաքսի 9-14կգ 13,Unknown,Household
9619,Տակդիրներ մանկական Փամփերս Պրեմիում No4 2հ,Unknown,Household
,81383 Nivea Բալզամ սափրվելուց հետո FRESH KICK 100մլ,Nivea,Cosmetics
2301,Կոտլետ տավարի Գանձասար կգ,Ganjasar,Food Products
3924,ԲԵՐԱՆԻ ԽՈՌՈՉԻ ԽՆԱՄՔ COLGATE Եռակի ազդեցություն 50,Colgate,Other
6115,Գուլպա Ալեքս Ֆեմիլի տղամարդու սև 39-40 T-524,Alex,Clothing
2001,Վարունգի մարինադ Արտֆուդ 3,Artfood,Other
1806,ՄԻԼԿԱ ՏՈՐԹ և ՇՈԿ,Milka,Other
1806,ՇՈԿՈԼԱԴԵ ԳՆԴԻԿՆԵՐ 150Գ ԱՊԱՉԻ,Apache,Food Products
2105,Պաղպաղակ Գրանդ Քենդի 57գ սենդվիչ վանիլ,Grand Candy,Food Products
3304,ԳԱՐՆԻԵՐ ՍՓՐԵՅ200ՄԼ,Garnier,Other
8203,FINDER ՄԱԼԱ ՈՒՂԻՂ 195344 0 8x280x115,Finder,Other
1206,Ապաչի 35 գ,Apache,Other
3304,Հոտազերծիչ Nivea 150մլ տղամարդու Ultra Extreme,Nivea,Cosmetics
3923,ՊԼԱՍՏՄԱՍՍԵ ԱՐԿՂԵՐ COCA COLA ԼՈԳՈՏԻՊՈՎ 2628 ՀԱՏ,Coca-Cola,Other
6209,ՄԱՆԿԱԿԱՆ ԿՈՄԲԻՆԻԶՈՆ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ԱՂՋԻԿՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 1 ՀԱՏ ZARA,Zara,Clothing
1905,140/Վաֆլի ԿԱԹՆԱՅԻՆ Grand Candy,Grand Candy,Food Products
901,Սուրճ Լուծվող Nescafe 47 5g GOLD /837,Nescafe,Beverages
3926,2006 Թ ԼՐԱԿԱԶՄՈՒԹՅԱՆ MERCEDES-BENZ SPRINTER ԱՎՏՈՄԵՔԵՆԱՅԻ ԱՆԻՎՆԵՐԻ ՊԼ ԿԱՓԱՐԻՉ /ԿԱԼՊԱԿ/ ROTWEISS ՄԱԿՆՇՄԱՄԲ 40 ՀԱՏ /ԱՐՏԻԿՈՒԼ RWS1099/,Mercedes-Benz,Auto Parts
9032,MERCEDES W205 ՄԱԿՆԻՇԻ ԱՎՏՈ ՄԵՔԵՆԱՅԻ ԴՌՆԵՐԻ ԲԱՑՄԱՆՓԱԿՄԱՆ ԿԵՆՏՐՈՆԱԿԱՆ ԿՈՆՏՌՈԼԼԵՐ՝ ԱՌԱՆՑ ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆԻ ՈՒ ԱՐՏԻ ԿՈՒԼԻ ՕԳՏԱԳՈՐԾՎԱԾ 2014-2018ԹԹ -Ի ԱՐՏԱԴՐՈՒԹՅԱՆ ՇԱՀԱԳՈՐԾՄԱՆ ՀԱՄԱՐ ՊԻՏԱՆԻ ԸՍՏ Փ/Ե Մ0325-049 ԱՌ 28 03 2024Թ,Mercedes-Benz,Auto Parts
3208,նախաներկ ակրիլ սպիտակ 6կգ,Unknown,Cosmetics
4818,Սիլկ սոֆթ զուգարանի թուղթ 32,Silk Soft,Household
1905,Դարոինկ պեչենի կաթնային,Unknown,Food Products
701,ապաչի չիպս 80գ,Apache,Other
8510,ՄԱԶԵՐԸ ԽԱՎԱՏԵԼՈՒ ԷԼ _x000D_ ՍԱՐՔԱՎՈՐՈՒՄ CRONIER CR-R10,Unknown,Other
1601,Միլկա թխվածքաբլիթներ շոկոլադով 112գր,Milka,Food Products
2106,Միլկա 110գ սրտիկներ,Milka,Other
6209,ՄԱՆԿԱԿԱՆ ԲԱՃԿՈՆՆԵՐ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ԱՂՋԻԿՆԵՐԻ ՀԱՄԱՐ ՍԻՆԹԵՏԻԿ ԹԵԼԵՐԻՑ 11ՀԱՏ ZARA,Zara,Clothing
2202,Զովացուցիչ ըմպելիք Coca-Cola 1լ//,Coca-Cola,Beverages
1704,Ռոշեն վաֆլե գլանակ կոնաֆետա 140գր վանիլային,Roshen,Other
2202,Գազ Ըմպելիք Coca Cola 1 5լ,Coca-Cola,Beverages
,Նրբերշիկ ծխեցրած Գանձասար 12հատ,Ganjasar,Food Products
3304,Փրփուր սափրվելու Gillette lemon lime 200մլ,Gillette,Cosmetics
6209,ՄԱՆԿԱԿԱՆ ՎԵՐՆԱՇԱՊԻԿՆԵՐ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ՏՂԱՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 3 ՀԱՏ ZARA,Zara,Clothing
3305,Մազի ներկ Գարնիեր N5 23,Garnier,Cosmetics
3402,ԼՎԱՑՔԻ ՓՈՇԻ SAVEX 3ԿԳ -1200 ՀԱՏ,Savax,Household
3402,Լվացքի փոշի Սավեքս 2-ը 1-ում ֆրեշ ավտոմատ 2 5,Savax,Household
2002,տոմատ ԱՐՏՖՈՒԴ 270գ,Artfood,Other
511,Վաֆլի կաթնաին Գրանդ Քենդի կգ,Grand Candy,Food Products
3303,3303 Օծան Կենզո Lոպաղ տղ Ս 50մլ,Unknown,Clothing
6403,Աղջ կանաչ samba MD271/6 7 8 8 9 9 0 1,Unknown,Other
3926,MERCEDES GT63 2020 թ Ա/Մ-ի ԱՌՋևԻ ՊԼ ԼՐԱԹևԻԿ- 2 ՀԱՏ A2906906700,Mercedes-Benz,Auto Parts
2103,Կետչուպ Արտֆուդ պիկնիկ պ/տ 400 մլ,Artfood,Food Products
2204,ԳԻՆԻ ԱՐՏ ԱՐՄԵՆԻԱ 750ՄԼ ԿԱՐՄԻՐ ԿԻՍԱՔԱՂՑՐ,Art Armenia,Beverages
4818,Անձեռոցիկ քաշովի 2/150հ Սիլկ Սոֆթ,Silk Soft,Household
3304,Դիմակ դեմքի Գառնիեռ 2 6մլ,Unknown,Cosmetics
4820,Բլոկնոտ Ռոյալ նոթբուք A7,Royal,Other
3307,Փրփուր սափրվելու համար Ժիլետ ռեգուլյար200,Gillette,Cosmetics
2106,GILLETTE Փրփուր,Gillette,Other
2402,Ծխախոտ Ararat charcoal SLIMS,Unknown,Other
1806,Աղի ձողիկներ Դարոինք 250գր,Daroink,Other
4706,Թել RONGSHENG,Unknown,Other
6209,ՄԱՆԿԱԿԱՆ ԲԱՃԿՈՆՆԵՐ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ՏՂԱՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 2 ՀԱՏ ZARA,Zara,Clothing
1806,Բոնբոներկա Ասորտիմենտ 145գ Ռոշեն,Roshen,Cosmetics
8481,Լվացարան տումբա Fest 60 սպիտակ,Unknown,Other
3306,Մածուկ ատամի Քոլգեյթ 154գ եռակի ազդ,Colgate,Other
3306,ԿՈԼԳԵՅՏ 73ML,Unknown,Other
2101,ՍՈՒՐՃ ԼՈՒԾՎՈՂ ՆԵՍԿԱՖԵ ԱՐԱԲԻԿԱ ԴՈՅ ՊԱԿ 34Գ ԿԼԱՍՍԻ,Nescafe,Beverages
8483,MERCEDES-BENZ W208 COUPE ՄԱԿՆԻՇԻ ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ԿԱՐԴԱՆԱՅԻՆ ԼԻՍԵՌ ՕԳՏԱԳՈՐԾՎԱԾ ԸՍՏ ՓՈՐՁԱԳԵՏԻ 7/051 10 05 2024Թ ԵԶՐԱԿԱՑՈՒԹՅԱՆ - 1 ԼՐԱԿԱԶՄ,Mercedes-Benz,Auto Parts
3307,Հոտազերծիչ սփրեյ Nivea men Ultra Titan 150մլ,Nivea,Cosmetics
8507,MERCEDES BENZ ՄԱՐԴԱՏԱՐ Ա/Մ Ի ԳԵԼԱՅԻՆ ՄԱՐՏԿՈՑՆԵՐ 92 ԱՄՊԵՐ ՀԶՈՐՈՒԹՅԱՄԲ MERCEDES BENZ ՄԱԿՆՇՄԱՄԲ ԱՐՏ A0019828208,Mercedes-Benz,Auto Parts
3926,15413 Շուռուպի կապարիչ GOZNUR սպիտակ 250հատ,Unknown,Other
101,ՇՈԿ ՍԱԼԻԿ ՅԱՇԿԻՆՈ 52 90Գ,Yashkino,Other
2103,Կետչուպ Արտֆուդ Հ7 իտալական 250մլ,Artfood,Food Products
4202,ՊԱՏՅԱՆ SAMSUNG A51 LIFT,Samsung,Electronics
3304,Գարնիեր 111 պլ շիկ Ֆրանսիա,Garnier,Other
1704,Ռահաթ-լոխում Դարոյնք գետնանուշով 225գ,Daroink,Other
1102,Աղի ձողիկներ Դարոինկ 250,Unknown,Other
901,Նեսկաֆե գոլդ 2 գ,Nescafe,Beverages
901,47 5g Nescafe Gold,Nescafe,Other
3402,Հեղուկ լվացքի Savex գունավոր 2 7լ,Savax,Household
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE85Q60DAUXRU 85 ԴՅՈՒՅՄ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ S/N 09EF3K1X300033N_x000D_ 09EF3K1X300046N_x000D_ 09EF3K1X300048X_x000D_ 09EF3K1X300058T_x000D_ 09EF3K1X300059N_x000D_ 09EF3K1X300060M_x000D_ 09EF3K1X300061A_x000D_ 09EF3K1X300062J_x000D_ 09EF3K1X300063Y_x000D_ 09EF3K1X300064H_x000D_ 09EF3K1X300065Z_x000D_ 09EF3K1X300066R_x000D_ 09EF3K1X300067K_x000D_ 09EF3K1X300068F_x000D_ 09EF3K1X300069B_x000D_ 09EF3K1X300070D_x000D_ 09EF3K1X300071W_x000D_ 09EF3K1X300073M,Samsung,Electronics
403,Մարիաննա՝Ոսկևան՝ Քամած մա,Marianna,Other
901,Սուրճ Նեսկաֆե Գոլդ 95գ,Nescafe,Beverages
6204,ԺԻԼԵՏ ԿՆ ՀԱՍՏ ԴՈՒՏԻ MENGPEILASI 802,Gillette,Clothing
6112,134071-UW 50 Կրծկալ կանաչ/սպիտակ չ 50,Unknown,Other
3305,Մազի ներկ N2 10 Garnier Color Naturals,Garnier,Cosmetics
1806,Շոկ Սալիկ Միլկա Նուշ և Կարամել 300գ,Milka,Other
3922,սիֆոնի գլուխ սպիտակ Z011-23047 40691,Unknown,Other
1905,Շոկոլադե գնդիկներ կգ Դարոյնք,Daroink,Food Products
406,Պանրիկ Մարիաննա չամիչով կաթնաշոռային 90գ,Marianna,Food Products
1806,Շոկոլադե սալիկ Միլկա մաքս տուկ 270գր,Milka,Food Products
1806,Կոնֆետներ Ռոշեն շոկո լապկի կգ,Roshen,Food Products
1806,շոկոլադ 100գ Kinder մեծ,Unknown,Food Products
2202,Զովացուցիչ ըմպելիք Coca-Cola-Fanta 1 5լ-//,Coca-Cola,Beverages
9619,Տակդիրներ մանկական Pampers N3 4-9կգ N90,Pampers,Household
2005,Բանջարեղենի Խորոված Արտֆուդ 720մլ,Artfood,Other
1806,Ռիթեր Սպորտ նուշ և նարինջ 50 100գ,Unknown,Clothing
1601,Նրբերշիկ Հոթ Դոգ Աթենք 16հ,Athenk,Food Products
3401,7416-Խոնավ անձեռ Սիլկ Սոֆթ 60հտ,Silk Soft,Other
2204,Շամպայն Արմենիա Կիսաչոր 0 75լ,Unknown,Other
3306,Ատամի մածուկ Քոլգեյթ ածուհով 75մլ,Colgate,Cosmetics
6111,հավաքածու մանկ 3 - sport GUCCI ARMEN,Unknown,Other
3925,տուփ վարդակի 1 տեղ կանաչ,Unknown,Other
2208,ԱՐՄԵՆԻԱ ՕՂԻ ԻՄՊԵՐ 0 25լ,Unknown,Other
9619,Վարտիք Պամպերս 5 Մասնիկ,Pampers,Clothing
8418,ԿԵՆՑԱՂԱՅԻՆ ՍԱՌՆԱՐԱՆ ՍԱՌՑԱՐԱՆ ԱՌԱՆՁԻՆ ԱՐՏԱՔԻՆ ԴՌՆԵՐՈՎ 647Լ SAMSUNG RS70F65Q1TWR ԱՌԱՆՑ ԱՐՏԻԿՈՒԼԻ,Samsung,Electronics
6115,Գուլպա Ալեքս Ֆեմիլի Սպորտ կապույտ M 5406 43-44,Alex,Clothing
101,Դարոինկ պրիանիկ,Unknown,Other
,Սառնարան SAMSUNG RT62K7110SL/WT,Samsung,Electronics
6402,ԿԱՆԱՑԻ ԻԿԱ ՍՊՈՐՏ ԿՈՇԻԿ C 115,Unknown,Clothing
,Քարթրիջ Samsung SCX4200 3K NetProduct,Samsung,Electronics
1602,Աթենք հավի թևիկներ ապխտած 450գ,Athenk,Other
2202,Զովացուցիչ ըմպելիք Coca-Cola 0 330լ,Coca-Cola,Beverages
,Samsung Galaxy A25 8/128GB,Samsung,Electronics
3304,խոնավ անձ սիլկ սոֆթ հակաբակտերիալ,Silk Soft,Other
4818,անձ zara 180h,Zara,Other
1806,Շոկոլադե սալիկ Միլկա ՄՄՄաքս 270գ,Milka,Food Products
1905,Վաֆլի Գրանդ Քենդի Կաթնային կգ,Grand Candy,Food Products
8205,ՁԵՌՔԻ ԳՈՐԾԻՔ! ՋՐԻ ԱՏՐՃԱՆԱԿ FINDER 192_x000D_ ՀԱՏ,Finder,Other
1806,ԲԱՏՈՆ ԿԻՆԴԵՐ ՇՈԿՈԼԱԴ 100Գ 8Հ,Unknown,Food Products
3211,Չիփս պանիր 40Գ Ապաչի,Apache,Food Products
3307,անձեռոցիկ թաց մն Salve 120հ կափարիչով վարդ/կապույտ,Salve,Household
1905,Թխվածքաբլիթ MILKA 135գ շոկոլադ,Milka,Food Products
2202,Զովացուցիչ ըմպելիք Coca-Cola զերո 0 5լ,Coca-Cola,Beverages
2202,ԳԱԶԱՎՈՐՎԱԾ ՔԱՂՑՐ ԸՄՊԵԼԻՔ COCA-COLA_x000D_ 0 33 L - 14256 ՀԱՏ,Coca-Cola,Beverages
1905,Թխվացքաբլիթ Apache,Apache,Other
6302,ՃԱՇԱՍԵՆՅԱԿԻ ՍՊԻՏԱԿԵՂԵՆ ՎՈՒՇԻ ՄԱՆՎԱԾՔԻՑ - 2 ՀԱՏ ZARA HOME,Zara,Other
6105,Շապիկ 25008 Armani սպիտակ,Unknown,Clothing
711,Տոլմա Աթենք խաղողի տերևով բացիչով,Athenk,Other
1806,Կինդեռ Mini Friends 122գր,Unknown,Other
3307,Անձեռոցիկ Սիլկ Սոֆթ N100,Silk Soft,Household
1905,Աղի ձողիկ 200գր Ապաչի,Apache,Other
6204,3105-166 3105-166 ջինսեր Մաքուր սպիտակ 34,Unknown,Other
8311,Օլով կանիֆոլով 200գ HC194861M FINDER,Finder,Other
2005,Բադրջանի Խավյար 470գ /Արտֆուդ/ ԱՊԳ,Artfood,Other
,Գուլպա տղամարդու Ալեքս մուգ կապույտ 41-42 MT-51001,Alex,Clothing
,Մասկա մազի Garnier Fructis 300մլ,Garnier,Other
3305,Ներկ Գարնիեր 8,Garnier,Cosmetics
2001,Կանաչ Սոխ Տնկած կապ,Unknown,Other
1905,Թխվածքաբլիթ Միլկա cookies,Milka,Food Products
6104,T25-3342M_3342M SS Oxford Shirt KA S REG KA_KHAKI,Unknown,Other
2202,Coca-cola 330մլ,Coca-Cola,Beverages
1704,Կոնֆետ Սորենտո Ռոշեն կգ,Roshen,Food Products
2103,Արտֆուդ աջիկա կծու 0 260գ,Artfood,Other
6804,Շուշաթուղթ ֆլեպ կանաչ 24,Unknown,Other
4202,ԱՂՋԻԿՆԵՐԻ ՊԱՅՈՒՍԱԿՆԵՐ ՈՒՍԱԳՈՏԻՈՎ ԴԻՄԱՅԻՆ ՄԱԿԵՐԵՎՈՒՅԹԸ ՊԼ ԹԵՐԹԵՐԻՑ ZARA,Zara,Clothing
3402,Լվ փոշի Savex 3 450կգ,Savax,Household
9619,տակդիր փամփերս պրեմիում 4 34,Unknown,Household
9619,Միջադիր Սիլկ Սոֆթ Կոմֆորտ Կլասիկ 9հ,Silk Soft,Other
1905,Բիսկվիթ թխ Milka շոկ միջ 35գր,Milka,Other
4818,SILK SOFT NEW ԱՆՁԵՌՈՑԻԿ 50հ,Silk Soft,Household
901,Սուրճ Ռոյալ Բրազիլիա գրաունդ 100գ,Royal,Beverages
3401,սավեքս տուփով ձեռքի լր,Savax,Other
8207,ԿԱՐՇԵՐԻ ՊԻՍՏԱԼԵՏ ԿԱՆԱՉ 105-1-125 19377,Unknown,Other
403,Թթվասեր Մարիաննա 15 180գր,Marianna,Other
3402,ԼՎԱՑՔԻ ՓՈՇԻ ՍԱՎԵՔՍ ԿԳ?? 871,Savax,Household
2103,Կետչուպ N1-Արտֆուդ Չիլլի 0 25լ,Artfood,Food Products
3916,DECOSTYLE ՔԻՎ S-8,Unknown,Other
6110,ժիլետ ճանշինի կանաչ 80գ,Gillette,Clothing
402,Marianna կաթնաշոռային պանիր 180գ,Marianna,Food Products
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE75DU7100UXRU 75 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ 09PH3K6Y100224Z 09PH3K6Y100226N 09PH3K6Y100228M 09PH3K6Y100230B 09PH3K6Y100231Y 09PH3K6Y100232D 09PH3K6Y100233E 09PH3K6Y100234H 09PH3K6Y100235W 09PH3K6Y100237Z 09PH3K6Y100239N 09PH3K6Y100240F,Samsung,Electronics
3307,Հակաքրտինքային միջոց գնդիկով Nivea 50մլ/82280,Nivea,Other
2204,Արարատ Անի 7տ 0 7լ,Unknown,Other
3307,Garnier հոտազատիչ էֆֆեկտ մագնեզիումի 50մլ,Garnier,Other
3304,Սփրեյ GARNIER 200մլ արևայրուքից հետո խոնավեցում,Garnier,Other
701,Չիպս Ապաչի 60գր,Apache,Other
6110,տղամարդու սպորտ 504,Unknown,Clothing
1905,Կրեկեր Յաշկինո ոսկե ձկնիկ 180 գր,Yashkino,Other
6204,Զիպ սվիտր S,Unknown,Other
8708,ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ԱՌՋԵՎԻ ԱՆՎԱԹԵՎԻ ՑԵԽԱՊԱՇՏՊԱՆ ՆԱԽԱՏԵՍՎԱԾ Է 2018-2019ԹԹ ԼՐԱԿԱԶՄՈՒԹՅԱՆ LAND ROVER ՄԱԿՆԻՇԻ RANGE ROVER SPORT ՄՈԴԵԼԻ Ա/Մ-ՐԻ ՀԱՄԱՐ ՕԳՏԱԳՈՐԾՎԱԾ Է ԱՌԿԱ ԵՆ ՇԱՀԱԳՈՐԾՈՂԱԿԱՆ ԲՆՈՒՅԹԻ ՎՆԱՍՎԱԾՔՆԵՐ ԵՎ ԱՐԱՏՆԵՐ 1 ՀԱՏ ՓՈՐՁ ԵԶՐ N 08362301 ԱՌ 13 12 2023Թ,Unknown,Auto Parts
6115,Զուգագուլպաներ Alex Classica 20 Den լայթ,Alex,Clothing
