ADG_CODE,GOOD_NAME,BRAND,CATEGORY,text_input
9619,Pampers Harmonie Ակվա խոնավ անձեռոցիկ 3x48 N144,Pampers,Household,Pampers Harmonie Ակվա խոնավ անձեռոցիկ 3x48 N144 [BRAND] Pampers [CAT] Household
2204,Գինի Արմենիա Վարդագույն անապակ,Unknown,Beverages,Գինի Արմենիա Վարդագույն անապակ [BRAND] Unknown [CAT] Beverages
1905,ՎԱՖԼԻ ՅԱՇԿԻՆՈ 180ԳՐ,Yashkino,Food Products,ՎԱՖԼԻ ՅԱՇԿԻՆՈ 180ԳՐ [BRAND] Yashkino [CAT] Food Products
6402,ՍՊՈՐՏ 1HP LORO P 1016-1 BLUE/38,Unknown,Clothing,ՍՊՈՐՏ 1HP LORO P 1016-1 BLUE/38 [BRAND] Unknown [CAT] Clothing
3305,Nivea Շամպուն տղամարդու,Nivea,Cosmetics,Nivea Շամպուն տղամարդու [BRAND] Nivea [CAT] Cosmetics
4818,Անձեռոցիկ Խոնավ Ունիվերսալլ Սիլկ Սոֆտ 120հ,Unknown,Household,Անձեռոցիկ Խոնավ Ունիվերսալլ Սիլկ Սոֆտ 120հ [BRAND] Unknown [CAT] Household
902,ռոյալ արմենիա բու սառը թե,Royal,Other,ռոյալ արմենիա բու սառը թե [BRAND] Royal [CAT] Other
6115,Զուգագուլպա Alex EveryDay 40D castoro 4/L,Alex,Clothing,Զուգագուլպա Alex EveryDay 40D castoro 4/L [BRAND] Alex [CAT] Clothing
3306,Ատամի հեղ COLGATE PLAX 7/24 250մլ,Colgate,Other,Ատամի հեղ COLGATE PLAX 7/24 250մլ [BRAND] Colgate [CAT] Other
6204,Տոպ Wrap black/ lin S Z0001136,Unknown,Other,Տոպ Wrap black/ lin S Z0001136 [BRAND] Unknown [CAT] Other
1206,Արևածաղիկ Apache 160գ,Apache,Other,Արևածաղիկ Apache 160գ [BRAND] Apache [CAT] Other
2402,2402 Սիգլո ՄՏ Արարատ Սիգլո,Unknown,Other,2402 Սիգլո ՄՏ Արարատ Սիգլո [BRAND] Unknown [CAT] Other
3307,Փրփուր սափ Gillette 200ml,Gillette,Other,Փրփուր սափ Gillette 200ml [BRAND] Gillette [CAT] Other
1806,Մածուկ ատամի Colgate optic 75մլ,Colgate,Other,Մածուկ ատամի Colgate optic 75մլ [BRAND] Colgate [CAT] Other
3924,Սպունգ խոհ VILEDA 1հ 440դր կանաչ,Unknown,Other,Սպունգ խոհ VILEDA 1հ 440դր կանաչ [BRAND] Unknown [CAT] Other
403,Սերուցք 10 Մարիաննա 1լ,Marianna,Other,Սերուցք 10 Մարիաննա 1լ [BRAND] Marianna [CAT] Other
1904,Daroink Deny,Daroink,Other,Daroink Deny [BRAND] Daroink [CAT] Other
2204,սփրեդ գյուղական Մարիաննա 500գ,Marianna,Other,սփրեդ գյուղական Մարիաննա 500գ [BRAND] Marianna [CAT] Other
6115,Զուգագուլպա Alex Basic 15Den safari 3-M,Alex,Clothing,Զուգագուլպա Alex Basic 15Den safari 3-M [BRAND] Alex [CAT] Clothing
1806,Շոկ Սալիկ Միլկա Բաբլես Կոկոս 97Գր,Milka,Other,Շոկ Սալիկ Միլկա Բաբլես Կոկոս 97Գր [BRAND] Milka [CAT] Other
1806,Շոկ սալիկ ծակոտկեն 80գ Ռոշեն,Roshen,Other,Շոկ սալիկ ծակոտկեն 80գ Ռոշեն [BRAND] Roshen [CAT] Other
2201,ԿՈՄՊՈՏ ՌՈՅԱԼ 1Լ,Royal,Beverages,ԿՈՄՊՈՏ ՌՈՅԱԼ 1Լ [BRAND] Royal [CAT] Beverages
1905,Պեչենի Յաշկինո շոկոլադ բալ 165գ,Yashkino,Food Products,Պեչենի Յաշկինո շոկոլադ բալ 165գ [BRAND] Yashkino [CAT] Food Products
2106,Լվացքի փոշի Սավեքս 1 2կգ 2/1 ավտոմատ,Savax,Household,Լվացքի փոշի Սավեքս 1 2կգ 2/1 ավտոմատ [BRAND] Savax [CAT] Household
4803,Սիլկ Սոֆթ Vita անձեռոցիկ 0084 200հ,Silk Soft,Household,Սիլկ Սոֆթ Vita անձեռոցիկ 0084 200հ [BRAND] Silk Soft [CAT] Household
1704,Թխվ սունկ դարոինկ 45գր,Unknown,Other,Թխվ սունկ դարոինկ 45գր [BRAND] Unknown [CAT] Other
2202,Coca-cola zero 0 2l,Coca-Cola,Beverages,Coca-cola zero 0 2l [BRAND] Coca-Cola [CAT] Beverages
5601,Բամբակյա սկավառակ Salve 120հ հատ,Salve,Other,Բամբակյա սկավառակ Salve 120հ հատ [BRAND] Salve [CAT] Other
3005,Памперс 6,Unknown,Other,Памперс 6 [BRAND] Unknown [CAT] Other
901,Սուրճ Ռոյալ Արմենիա արոմա աղացած 10,Royal,Beverages,Սուրճ Ռոյալ Արմենիա արոմա աղացած 10 [BRAND] Royal [CAT] Beverages
2005,մարինադ Ասորտի Royal 950գ,Royal,Other,մարինադ Ասորտի Royal 950գ [BRAND] Royal [CAT] Other
1704,Կարամել Шипучка կգ Roshen,Roshen,Other,Կարամել Шипучка կգ Roshen [BRAND] Roshen [CAT] Other
1905,Թխվածքաբլիթ Դարոինկ պ/թ կգ,Unknown,Food Products,Թխվածքաբլիթ Դարոինկ պ/թ կգ [BRAND] Unknown [CAT] Food Products
6110,Ժիլետ 01 Կանացի 30W-031 Գրպանով,Gillette,Clothing,Ժիլետ 01 Կանացի 30W-031 Գրպանով [BRAND] Gillette [CAT] Clothing
3307,Անձեռոցիկ թաց անտի Սիլկ Սոֆթ 15հատ 9147,Silk Soft,Household,Անձեռոցիկ թաց անտի Սիլկ Սոֆթ 15հատ 9147 [BRAND] Silk Soft [CAT] Household
3304,Ատամի մածուկ Colgate Total 75мл,Colgate,Cosmetics,Ատամի մածուկ Colgate Total 75мл [BRAND] Colgate [CAT] Cosmetics
6111,ՄԱՆԿԱԿԱՆ ՏՐԻԿՈՏԱԺԵ ՏԱԲԱՏՆԵՐ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ՏՂԱՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 12 ՀԱՏ ZARA,Zara,Clothing,ՄԱՆԿԱԿԱՆ ՏՐԻԿՈՏԱԺԵ ՏԱԲԱՏՆԵՐ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ՏՂԱՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 12 ՀԱՏ ZARA [BRAND] Zara [CAT] Clothing
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE43CU7100UXRU 43 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ_x000D_ 0P5W3NCW701750T_x000D_ 0P5W3NCW701752Y_x000D_ 0P5W3NCW701755E_x000D_ 0P5W3NCW701756R_x000D_ 0P5W3NCW701757J_x000D_ 0P5W3NCW701758W_x000D_ 0P5W3NCW701759L_x000D_ 0P5W3NCW701760H_x000D_ 0P5W3NCW701761M_x000D_ 0P5W3NCW701762V_x000D_ 0P5W3NCW701763T_x000D_ 0P5W3NCW701764K_x000D_ 0P5W3NCW701765Y_x000D_ 0P5W3NCW701766P_x000D_ 0P5W3NCW701767X_x000D_ 0P5W3NCW701768E_x000D_ 0P5W3NCW701769R_x000D_ 0P5W3NCW701770D_x000D_ 0P5W3NCW701771N_x000D_ 0P5W3NCW701772F_x000D_ 0P5W3NCW701773H_x000D_ 0P5W3NCW701774M_x000D_ 0P5W3NCW701775V_x000D_ 0P5W3NCW701777K,Samsung,Electronics,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE43CU7100UXRU 43 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ_x000D_ 0P5W3NCW701750T_x000D_ 0P5W3NCW701752Y_x000D_ 0P5W3NCW701755E_x000D_ 0P5W3NCW701756R_x000D_ 0P5W3NCW701757J_x000D_ 0P5W3NCW701758W_x000D_ 0P5W3NCW701759L_x000D_ 0P5W3NCW701760H_x000D_ 0P5W3NCW701761M_x000D_ 0P5W3NCW701762V_x000D_ 0P5W3NCW701763T_x000D_ 0P5W3NCW701764K_x000D_ 0P5W3NCW701765Y_x000D_ 0P5W3NCW701766P_x000D_ 0P5W3NCW701767X_x000D_ 0P5W3NCW701768E_x000D_ 0P5W3NCW701769R_x000D_ 0P5W3NCW701770D_x000D_ 0P5W3NCW701771N_x000D_ 0P5W3NCW701772F_x000D_ 0P5W3NCW701773H_x000D_ 0P5W3NCW701774M_x000D_ 0P5W3NCW701775V_x000D_ 0P5W3NCW701777K [BRAND] Samsung [CAT] Electronics
3402,Լվ փոշի Savex 2 25 կգ,Savax,Household,Լվ փոշի Savex 2 25 կգ [BRAND] Savax [CAT] Household
8418,ՍԱՌՆԱՐԱՆ ՍԱՌՑԱՐԱՆ ԿԵՆՑԱՂԱՅԻՆ ԿՈՄԲԻՆԱՑՎԱԾ՝ ԵՐԿԴՌՆԱՆԻ SAMSUNG RS61R5001M9/WT 680Լ,Samsung,Electronics,ՍԱՌՆԱՐԱՆ ՍԱՌՑԱՐԱՆ ԿԵՆՑԱՂԱՅԻՆ ԿՈՄԲԻՆԱՑՎԱԾ՝ ԵՐԿԴՌՆԱՆԻ SAMSUNG RS61R5001M9/WT 680Լ [BRAND] Samsung [CAT] Electronics
6208,Ներքնաշոր տղ բոքսեր սլիմ Alex M-L,Alex,Clothing,Ներքնաշոր տղ բոքսեր սլիմ Alex M-L [BRAND] Alex [CAT] Clothing
8708,MERCEDES-BENZ ՄԱԿՆԻՇԻ 2011Թ ԼՐԱԿ S212 ԹԱՓՔՈՎ ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՏԱՆԻՔԻ ԱՆՎՏԱՆԳՈւԹՅԱՆ ԲԱՐՁԻԿ ՕԳՏ -1ՀԱՏ ԸՍՏ Փ/Ե- 01692501 ԱՌ 10 06 2025Թ,Mercedes-Benz,Auto Parts,MERCEDES-BENZ ՄԱԿՆԻՇԻ 2011Թ ԼՐԱԿ S212 ԹԱՓՔՈՎ ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՏԱՆԻՔԻ ԱՆՎՏԱՆԳՈւԹՅԱՆ ԲԱՐՁԻԿ ՕԳՏ -1ՀԱՏ ԸՍՏ Փ/Ե- 01692501 ԱՌ 10 06 2025Թ [BRAND] Mercedes-Benz [CAT] Auto Parts
2402,Սիգարետ Ararat Charcoal 100mm6 2,Unknown,Other,Սիգարետ Ararat Charcoal 100mm6 2 [BRAND] Unknown [CAT] Other
2209,Artfood խնձորի քացախ 430մլ,Artfood,Other,Artfood խնձորի քացախ 430մլ [BRAND] Artfood [CAT] Other
8517,Հեռախոս բջջ Samsung A36 8GB/256GB Lavender BeFree,Samsung,Electronics,Հեռախոս բջջ Samsung A36 8GB/256GB Lavender BeFree [BRAND] Samsung [CAT] Electronics
8205,Doxik duk,Unknown,Other,Doxik duk [BRAND] Unknown [CAT] Other
1806,Վաֆլի Յաշկինո գետնանուշ 200գր,Yashkino,Food Products,Վաֆլի Յաշկինո գետնանուշ 200գր [BRAND] Yashkino [CAT] Food Products
6209,ՄԱՆԿԱԿԱՆ ԲԱՃԿՈՆ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ՏՂԱՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 3 ՀԱՏ ZARA,Zara,Clothing,ՄԱՆԿԱԿԱՆ ԲԱՃԿՈՆ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ՏՂԱՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 3 ՀԱՏ ZARA [BRAND] Zara [CAT] Clothing
9619,Տակդիր մանկ Pampers Premium S 1 N50,Pampers,Household,Տակդիր մանկ Pampers Premium S 1 N50 [BRAND] Pampers [CAT] Household
1901,ԿԻևՅԱՆ ԿՈՏԼԵՏ ԳԱՆՁԱՍԱՐ կգ 714,Ganjasar,Food Products,ԿԻևՅԱՆ ԿՈՏԼԵՏ ԳԱՆՁԱՍԱՐ կգ 714 [BRAND] Ganjasar [CAT] Food Products
3305,ՆԵՐԿ ՄԱԶԻ ԳԱՐՆԻԵՌ N8 132 ՆԱՏՈՒՌԱԼՆԻ ՍՎԵՏԼՈ ՌՈՒՍԻ,Unknown,Cosmetics,ՆԵՐԿ ՄԱԶԻ ԳԱՐՆԻԵՌ N8 132 ՆԱՏՈՒՌԱԼՆԻ ՍՎԵՏԼՈ ՌՈՒՍԻ [BRAND] Unknown [CAT] Cosmetics
4818,անձեռնոցիկ Silk Soft 100 երկար,Silk Soft,Other,անձեռնոցիկ Silk Soft 100 երկար [BRAND] Silk Soft [CAT] Other
3304,Հակաքրտինքային միջոց Նիվեա Մեն Ֆրեշ 50մլ,Nivea,Other,Հակաքրտինքային միջոց Նիվեա Մեն Ֆրեշ 50մլ [BRAND] Nivea [CAT] Other
1905,Վաֆլի Roshen Wafers ընկույզով 216 գր,Roshen,Food Products,Վաֆլի Roshen Wafers ընկույզով 216 գր [BRAND] Roshen [CAT] Food Products
2101,Նեսկաֆե Կլասիկ Պակետով 2գր,Nescafe,Beverages,Նեսկաֆե Կլասիկ Պակետով 2գր [BRAND] Nescafe [CAT] Beverages
1602,Խաշ սառեցված Աթենք 900գր,Athenk,Other,Խաշ սառեցված Աթենք 900գր [BRAND] Athenk [CAT] Other
1902,պելմեններ 450գ Աթենք,Athenk,Other,պելմեններ 450գ Աթենք [BRAND] Athenk [CAT] Other
1704,վաֆլե տորթ ընկույզով Յաշկինո 250 գ,Yashkino,Other,վաֆլե տորթ ընկույզով Յաշկինո 250 գ [BRAND] Yashkino [CAT] Other
6112,Տղմ սպորտ հագ հուդիով 98,Unknown,Clothing,Տղմ սպորտ հագ հուդիով 98 [BRAND] Unknown [CAT] Clothing
56,Ararat Apricot 0 05 Արարատ Ծիրանի,Unknown,Other,Ararat Apricot 0 05 Արարատ Ծիրանի [BRAND] Unknown [CAT] Other
1806,Կոնֆետ Ֆրուտիս Գռանդ Քենդի 78,Unknown,Food Products,Կոնֆետ Ֆրուտիս Գռանդ Քենդի 78 [BRAND] Unknown [CAT] Food Products
6203,20010668890 2706110 270611 - s Oliver Boys Տաբատն,Unknown,Clothing,20010668890 2706110 270611 - s Oliver Boys Տաբատն [BRAND] Unknown [CAT] Clothing
1904,սուրճ նեսկաֆե այս 11 5գ,Nescafe,Beverages,սուրճ նեսկաֆե այս 11 5գ [BRAND] Nescafe [CAT] Beverages
1806,Թխվածքաբլիթ Միլկա 126գ,Milka,Food Products,Թխվածքաբլիթ Միլկա 126գ [BRAND] Milka [CAT] Food Products
2005,Բամիայի մարինադ Արտֆուդ 480գ,Artfood,Other,Բամիայի մարինադ Արտֆուդ 480գ [BRAND] Artfood [CAT] Other
1601,Բեկոն աթենք կգ,Athenk,Other,Բեկոն աթենք կգ [BRAND] Athenk [CAT] Other
1806,Պեչենի Կինդեր սպիտակ շոկոլադով կգ,Unknown,Food Products,Պեչենի Կինդեր սպիտակ շոկոլադով կգ [BRAND] Unknown [CAT] Food Products
8528,ՄՈՆԻՏՈՐՆԵՐ ԳՈՒՆԱՎՈՐ ՊԱՏԿԵՐՈՎ՝ՄՇԱԿՎԱԾ ՀԱՄԱԿԱՐԳԻՉՆԵՐԻ ՀԵՏ ՕԳՏԱԳՈՐԾԵԼՈՒ ՀԱՄԱՐ SAMSUNG LS32D804UAIXCI 32 ԴՈՒՅՄ 0UYPHNBXC00001V_x000D_ 0UYPHNBXC00002R_x000D_ 0UYPHNBXC00003D_x000D_ 0UYPHNBXC00004K_x000D_ 0UYPHNBXC00005W_x000D_ 0UYPHNBXC00006F_x000D_ 0UYPHNBXC00007P_x000D_ 0UYPHNBXC00008B_x000D_ 0UYPHNBXC00009M_x000D_ 0UYPHNBXC00010L_x000D_ 0UYPHNBXC00011H_x000D_ 0UYPHNBXC00012X_x000D_ 0UYPHNBXC00013Z_x000D_ 0UYPHNBXC00014V_x000D_ 0UYPHNBXC00015R_x000D_ 0UYPHNBXC00016D_x000D_ 0UYPHNBXC00017K_x000D_ 0UYPHNBXC00018W_x000D_ 0UYPHNBXC00019F_x000D_ 0UYPHNBXC00020J_x000D_ 0UYPHNBXC00021N_x000D_ 0UYPHNBXC00022Y_x000D_ 0UYPHNBXC00023L_x000D_ 0UYPHNBXC00024H_x000D_ 0UYPHNBXC00025X_x000D_ 0UYPHNBXC00026Z_x000D_ 0UYPHNBXC00027V_x000D_ 0UYPHNBXC00028R_x000D_ 0UYPHNBXC00029D_x000D_ 0UYPHNBXC00030E_x000D_ 0UYPHNBXC00031A_x000D_ 0UYPHNBXC00032T_x000D_ 0UYPHNBXC00033J_x000D_ 0UYPHNBXC00034N_x000D_ 0UYPHNBXC00035Y_x000D_ 0UYPHNBXC00036L_x000D_ 0UYPHNBXC00037H_x000D_ 0UYPHNBXC00038X_x000D_ 0UYPHNBXC00039Z_x000D_ 0UYPHNBXC00040P_x000D_ 0UYPHNBXC00041B_x000D_ 0UYPHNBXC00042M_x000D_ 0UYPHNBXC00043E_x000D_ 0UYPHNBXC00044A_x000D_ 0UYPHNBXC00045T_x000D_ 0UYPHNBXC00046J_x000D_ 0UYPHNBXC00047N_x000D_ 0UYPHNBXC00048Y_x000D_ 0UYPHNBXC00049L_x000D_ 0UYPHNBXC00050K_x000D_ 0UYPHNBXC00051W_x000D_ 0UYPHNBXC00052F_x000D_ 0UYPHNBXC00053P_x000D_ 0UYPHNBXC00054B_x000D_ 0UYPHNBXC00055M_x000D_ 0UYPHNBXC00056E_x000D_ 0UYPHNBXC00057A_x000D_ 0UYPHNBXC00058T_x000D_ 0UYPHNBXC00059J_x000D_ 0UYPHNBXC00060V,Samsung,Electronics,ՄՈՆԻՏՈՐՆԵՐ ԳՈՒՆԱՎՈՐ ՊԱՏԿԵՐՈՎ՝ՄՇԱԿՎԱԾ ՀԱՄԱԿԱՐԳԻՉՆԵՐԻ ՀԵՏ ՕԳՏԱԳՈՐԾԵԼՈՒ ՀԱՄԱՐ SAMSUNG LS32D804UAIXCI 32 ԴՈՒՅՄ 0UYPHNBXC00001V_x000D_ 0UYPHNBXC00002R_x000D_ 0UYPHNBXC00003D_x000D_ 0UYPHNBXC00004K_x000D_ 0UYPHNBXC00005W_x000D_ 0UYPHNBXC00006F_x000D_ 0UYPHNBXC00007P_x000D_ 0UYPHNBXC00008B_x000D_ 0UYPHNBXC00009M_x000D_ 0UYPHNBXC00010L_x000D_ 0UYPHNBXC00011H_x000D_ 0UYPHNBXC00012X_x000D_ 0UYPHNBXC00013Z_x000D_ 0UYPHNBXC00014V_x000D_ 0UYPHNBXC00015R_x000D_ 0UYPHNBXC00016D_x000D_ 0UYPHNBXC00017K_x000D_ 0UYPHNBXC00018W_x000D_ 0UYPHNBXC00019F_x000D_ 0UYPHNBXC00020J_x000D_ 0UYPHNBXC00021N_x000D_ 0UYPHNBXC00022Y_x000D_ 0UYPHNBXC00023L_x000D_ 0UYPHNBXC00024H_x000D_ 0UYPHNBXC00025X_x000D_ 0UYPHNBXC00026Z_x000D_ 0UYPHNBXC00027V_x000D_ 0UYPHNBXC00028R_x000D_ 0UYPHNBXC00029D_x000D_ 0UYPHNBXC00030E_x000D_ 0UYPHNBXC00031A_x000D_ 0UYPHNBXC00032T_x000D_ 0UYPHNBXC00033J_x000D_ 0UYPHNBXC00034N_x000D_ 0UYPHNBXC00035Y_x000D_ 0UYPHNBXC00036L_x000D_ 0UYPHNBXC00037H_x000D_ 0UYPHNBXC00038X_x000D_ 0UYPHNBXC00039Z_x000D_ 0UYPHNBXC00040P_x000D_ 0UYPHNBXC00041B_x000D_ 0UYPHNBXC00042M_x000D_ 0UYPHNBXC00043E_x000D_ 0UYPHNBXC00044A_x000D_ 0UYPHNBXC00045T_x000D_ 0UYPHNBXC00046J_x000D_ 0UYPHNBXC00047N_x000D_ 0UYPHNBXC00048Y_x000D_ 0UYPHNBXC00049L_x000D_ 0UYPHNBXC00050K_x000D_ 0UYPHNBXC00051W_x000D_ 0UYPHNBXC00052F_x000D_ 0UYPHNBXC00053P_x000D_ 0UYPHNBXC00054B_x000D_ 0UYPHNBXC00055M_x000D_ 0UYPHNBXC00056E_x000D_ 0UYPHNBXC00057A_x000D_ 0UYPHNBXC00058T_x000D_ 0UYPHNBXC00059J_x000D_ 0UYPHNBXC00060V [BRAND] Samsung [CAT] Electronics
5601,փայտիկ բամբակյա 200հ Salve զիպով,Salve,Other,փայտիկ բամբակյա 200հ Salve զիպով [BRAND] Salve [CAT] Other
1601,Նրբերշիկ Սերուցքաին կարագով Աթենք,Athenk,Food Products,Նրբերշիկ Սերուցքաին կարագով Աթենք [BRAND] Athenk [CAT] Food Products
1806,Կոնֆետ բալ շոկոլադի մեջ Յաշկինո կգ,Yashkino,Food Products,Կոնֆետ բալ շոկոլադի մեջ Յաշկինո կգ [BRAND] Yashkino [CAT] Food Products
3304,մանկական տակդիր պամպերս ն 4,Pampers,Clothing,մանկական տակդիր պամպերս ն 4 [BRAND] Pampers [CAT] Clothing
8703,ՄԱՐԴԱՏԱՐ Ա/Մ NISSAN ROGUE SPORT S 495AAO 2 0Լ 11/2017Թ _x000D_ VIN JN1BJ1CR1JW202465,Unknown,Auto Parts,ՄԱՐԴԱՏԱՐ Ա/Մ NISSAN ROGUE SPORT S 495AAO 2 0Լ 11/2017Թ _x000D_ VIN JN1BJ1CR1JW202465 [BRAND] Unknown [CAT] Auto Parts
2402,ARARAT COMPACT 86 6 6,Unknown,Other,ARARAT COMPACT 86 6 6 [BRAND] Unknown [CAT] Other
2105,Պաղպաղակ Գրանդ Քենդի Ջամբո 85գ,Grand Candy,Food Products,Պաղպաղակ Գրանդ Քենդի Ջամբո 85գ [BRAND] Grand Candy [CAT] Food Products
1905,Միլկա թխվացքաբլիթ շոկ կտորներով 126,Milka,Other,Միլկա թխվացքաբլիթ շոկ կտորներով 126 [BRAND] Milka [CAT] Other
8517,ԲՋՋԱՅԻՆ ՀԵՌԱԽՈՍ SAMSUNG SM-A366EZKDCAU - 351247481954180 352736261954187_x000D_ 351247481954388 352736261954385_x000D_ 351247481954420 352736261954427_x000D_ 351247481954438 352736261954435_x000D_ 351247481954461 352736261954468_x000D_ 351247481954479 352736261954476_x000D_ 351247481954545 352736261954542_x000D_ 351247481954859 352736261954856_x000D_ 351247481983924 352736261983921_x000D_ 351247481983932 352736261983939,Samsung,Electronics,ԲՋՋԱՅԻՆ ՀԵՌԱԽՈՍ SAMSUNG SM-A366EZKDCAU - 351247481954180 352736261954187_x000D_ 351247481954388 352736261954385_x000D_ 351247481954420 352736261954427_x000D_ 351247481954438 352736261954435_x000D_ 351247481954461 352736261954468_x000D_ 351247481954479 352736261954476_x000D_ 351247481954545 352736261954542_x000D_ 351247481954859 352736261954856_x000D_ 351247481983924 352736261983921_x000D_ 351247481983932 352736261983939 [BRAND] Samsung [CAT] Electronics
1206,Արևածաղկի սերմեր Apache ծովի աղով 400գ,Apache,Other,Արևածաղկի սերմեր Apache ծովի աղով 400գ [BRAND] Apache [CAT] Other
101,ՆԵՍԿԱՖԵ ԳՈԼԴ 47 5գ,Nescafe,Beverages,ՆԵՍԿԱՖԵ ԳՈԼԴ 47 5գ [BRAND] Nescafe [CAT] Beverages
1006,ՍՈՒՐՃ ՆԵՍԿԱՖԵ ԳՈԼԴ 95Գ,Nescafe,Beverages,ՍՈՒՐՃ ՆԵՍԿԱՖԵ ԳՈԼԴ 95Գ [BRAND] Nescafe [CAT] Beverages
3402,Լվացքի փոշի Savex ավտ Գունավոր/Սպիտակ 9կգ,Savax,Household,Լվացքի փոշի Savex ավտ Գունավոր/Սպիտակ 9կգ [BRAND] Savax [CAT] Household
6105,Ներքնաշապիկ տղամարդու սպիտակ Alex M1001 XS,Alex,Clothing,Ներքնաշապիկ տղամարդու սպիտակ Alex M1001 XS [BRAND] Alex [CAT] Clothing
8205,TOOLS ЛАМПА ШТ 56 LED LAMP For Microscope AK03 С,Unknown,Other,TOOLS ЛАМПА ШТ 56 LED LAMP For Microscope AK03 С [BRAND] Unknown [CAT] Other
7318,Պտուտակ սպիտակ սուր սեմչկա 4 2 38 4,Unknown,Other,Պտուտակ սպիտակ սուր սեմչկա 4 2 38 4 [BRAND] Unknown [CAT] Other
1601,Նրբերշիկ եփած երշիկ Աթենք կգ- վ,Athenk,Food Products,Նրբերշիկ եփած երշիկ Աթենք կգ- վ [BRAND] Athenk [CAT] Food Products
2106,Սափրվելու գել Ժիլետ 200մլ,Gillette,Cosmetics,Սափրվելու գել Ժիլետ 200մլ [BRAND] Gillette [CAT] Cosmetics
2008,Կոմպոտ Արարատ սալորի 1լ,Unknown,Beverages,Կոմպոտ Արարատ սալորի 1լ [BRAND] Unknown [CAT] Beverages
6104,134088-U1 46-48 Կանացի տունիկա կանաչ չ 46-48,Unknown,Clothing,134088-U1 46-48 Կանացի տունիկա կանաչ չ 46-48 [BRAND] Unknown [CAT] Clothing
1806,Բատոն Kinder bueno 43գ,Unknown,Other,Բատոն Kinder bueno 43գ [BRAND] Unknown [CAT] Other
6112,Sport 58003 սև L,Unknown,Other,Sport 58003 սև L [BRAND] Unknown [CAT] Other
2001,Կետչուպ Արտֆուդ արև 250մլ,Artfood,Food Products,Կետչուպ Արտֆուդ արև 250մլ [BRAND] Artfood [CAT] Food Products
1806,Շոկ սալիկ Միլկա 80գր Պնդուկ,Milka,Other,Շոկ սալիկ Միլկա 80գր Պնդուկ [BRAND] Milka [CAT] Other
2002,Տոմատի մածուկ Արտֆուդ 500գ,Artfood,Other,Տոմատի մածուկ Արտֆուդ 500գ [BRAND] Artfood [CAT] Other
2001,տոմատի մածուկ Royal 370գ,Royal,Other,տոմատի մածուկ Royal 370գ [BRAND] Royal [CAT] Other
1806,Շոկ սալիկ Ռոշեն Լակմի կաթ միջ-վաֆլի 90գր,Roshen,Food Products,Շոկ սալիկ Ռոշեն Լակմի կաթ միջ-վաֆլի 90գր [BRAND] Roshen [CAT] Food Products
1702,ԹԽՎ ԱՊԱՉԻ ԿԱԹՆԱՅԻՆ 47Գ,Apache,Food Products,ԹԽՎ ԱՊԱՉԻ ԿԱԹՆԱՅԻՆ 47Գ [BRAND] Apache [CAT] Food Products
3402,ԳՈՐԾՎԱԾՔ ՓԱՓԿԵՑՆՈՂ ՄԻՋՈՑ՝ ՀԵՂՈՒԿ SAVEX 800ՄԼ - 720 ՀԱՏ,Savax,Other,ԳՈՐԾՎԱԾՔ ՓԱՓԿԵՑՆՈՂ ՄԻՋՈՑ՝ ՀԵՂՈՒԿ SAVEX 800ՄԼ - 720 ՀԱՏ [BRAND] Savax [CAT] Other
1704,Կոնֆետ ռոշեն Բիմ Բոմ,Roshen,Food Products,Կոնֆետ ռոշեն Բիմ Բոմ [BRAND] Roshen [CAT] Food Products
9503,խաղ զինվոր xinye swat 4կտ ժիլետ 2020-49 one22-1344,Gillette,Clothing,խաղ զինվոր xinye swat 4կտ ժիլետ 2020-49 one22-1344 [BRAND] Gillette [CAT] Clothing
